nf-core_nascent	19042-single	other	runs/nf-core_nascent/slurm-19042-single.out	fail
nf-core_nascent	19066-single	other	runs/nf-core_nascent/slurm-19066-single.out	fail
nf-core_nascent	19104-single	other	runs/nf-core_nascent/slurm-19104-single.out	unknown
nf-core_nascent	19316-single	other	runs/nf-core_nascent/slurm-19316-single.out	unknown
nf-core_nascent	19556-single	other	runs/nf-core_nascent/slurm-19556-single.out	fail
nf-core_nascent	20001-single	other	runs/nf-core_nascent/slurm-20001-single.out	fail
nf-core_sarek	18832-single	other	runs/nf-core_sarek/slurm-18832-single.out	fail
nf-core_sarek	19094-single	other	runs/nf-core_sarek/slurm-19094-single.out	fail
nf-core_sarek	19128-single	other	runs/nf-core_sarek/slurm-19128-single.out	unknown
nf-core_sarek	19214-single	other	runs/nf-core_sarek/slurm-19214-single.out	fail
nf-core_sarek	19266-single	other	runs/nf-core_sarek/slurm-19266-single.out	fail
nf-core_sarek	19797-single	other	runs/nf-core_sarek/slurm-19797-single.out	unknown
nf-core_sarek	20043-single	other	runs/nf-core_sarek/slurm-20043-single.out	fail
nf-core_scnanoseq	18833-single	other	runs/nf-core_scnanoseq/slurm-18833-single.out	unknown
nf-core_scnanoseq	18834-single	other	runs/nf-core_scnanoseq/slurm-18834-single.out	unknown
nf-core_scnanoseq	19002-single	other	runs/nf-core_scnanoseq/slurm-19002-single.out	fail
nf-core_scnanoseq	19049-single	other	runs/nf-core_scnanoseq/slurm-19049-single.out	fail
nf-core_scnanoseq	19107-single	other	runs/nf-core_scnanoseq/slurm-19107-single.out	fail
nf-core_scnanoseq	19209-single	other	runs/nf-core_scnanoseq/slurm-19209-single.out	unknown
nf-core_scnanoseq	19930-single	other	runs/nf-core_scnanoseq/slurm-19930-single.out	unknown
nf-core_scrnaseq	18835-single	other	runs/nf-core_scrnaseq/slurm-18835-single.out	fail
nf-core_scrnaseq	18837-single	other	runs/nf-core_scrnaseq/slurm-18837-single.out	fail
nf-core_scrnaseq	18840-single	other	runs/nf-core_scrnaseq/slurm-18840-single.out	unknown
nf-core_scrnaseq	19004-single	other	runs/nf-core_scrnaseq/slurm-19004-single.out	unknown
nf-core_scrnaseq	19136-single	other	runs/nf-core_scrnaseq/slurm-19136-single.out	unknown
nf-core_scrnaseq	19648-single	other	runs/nf-core_scrnaseq/slurm-19648-single.out	fail
nf-core_scrnaseq	19953-single	other	runs/nf-core_scrnaseq/slurm-19953-single.out	fail
nf-core_smrnaseq	18836-single	other	runs/nf-core_smrnaseq/slurm-18836-single.out	fail
nf-core_smrnaseq	19003-single	other	runs/nf-core_smrnaseq/slurm-19003-single.out	fail
nf-core_smrnaseq	19050-single	other	runs/nf-core_smrnaseq/slurm-19050-single.out	unknown
nf-core_smrnaseq	19137-single	other	runs/nf-core_smrnaseq/slurm-19137-single.out	fail
nf-core_smrnaseq	19173-single	other	runs/nf-core_smrnaseq/slurm-19173-single.out	fail
nf-core_smrnaseq	19285-single	other	runs/nf-core_smrnaseq/slurm-19285-single.out	fail
nf-core_smrnaseq	19375-single	other	runs/nf-core_smrnaseq/slurm-19375-single.out	fail
nf-core_smrnaseq	19398-single	other	runs/nf-core_smrnaseq/slurm-19398-single.out	fail
nf-core_smrnaseq	19771-single	other	runs/nf-core_smrnaseq/slurm-19771-single.out	fail
nf-core_smrnaseq	20047-single	other	runs/nf-core_smrnaseq/slurm-20047-single.out	fail
nf-core_spatialvi	18838-single	other	runs/nf-core_spatialvi/slurm-18838-single.out	fail
nf-core_spatialvi	18994-single	other	runs/nf-core_spatialvi/slurm-18994-single.out	fail
nf-core_spatialvi	19047-single	other	runs/nf-core_spatialvi/slurm-19047-single.out	fail
nf-core_spatialvi	19119-single	other	runs/nf-core_spatialvi/slurm-19119-single.out	fail
nf-core_spatialvi	19171-single	other	runs/nf-core_spatialvi/slurm-19171-single.out	fail
nf-core_spatialvi	19206-single	other	runs/nf-core_spatialvi/slurm-19206-single.out	fail
workflow	run	category	path	status
